,followers,reports,comments,likes,emo_label,emotion,influence,heat,professionalism,emo,hobby_weight,topic_drives,topic_continuous_attention
1949,31,0,0,0,black,0.930846572,1.90E-07,0,0.019406393,0.923957687,1,0.923957877,1.94336408
1950,360000,9,211,351,black,0.753977835,0.002278475,0.016474322,0.430745814,0.675293277,0.018359151,0.694046074,1.124398242
1951,1033000,7,0,9,black,0.824988961,0.006537968,0.000461627,0.083333333,0.775129687,1,0.782129283,1.858463021
1952,18000,1,1,7,black,0.756820321,0.000113918,0.000259665,0.040715373,0.679289603,1,0.679663186,1.720004976
1953,533000,0,0,0,black,0.528011799,0.003373411,0,0.04261796,0.357601682,1,0.360975093,1.400219642
1954,5054,0,0,0,black,0.82886225,3.20E-05,0,0.033866058,0.780575246,1,0.780607227,1.814441304
1955,12000,0,0,0,black,0.937013716,7.59E-05,0,0.074961948,0.932628237,0.203098107,0.93270418,1.210688292
1956,51,0,0,0,black,0.829359889,3.16E-07,0,0.061263318,0.78127489,1,0.781275206,1.842538208
1957,1607000,202,111,202,black,0.856468081,0.01017088,0.014858627,0.050228311,0.819387011,1,0.844416517,1.869615321
1958,208,0,0,0,black,0.796568274,1.31E-06,0,0.0304414,0.735172296,1,0.735173606,1.765613697
1959,107,0,8,7,black,0.764688998,6.71E-07,0.000432776,0.107305936,0.690352383,1,0.69078583,1.797658319
1960,134000,0,0,0,black,0.630778015,0.000848095,0,0.01674277,0.502083408,0.004589788,0.502931503,0.523415966
1961,27000,12,0,9,black,0.944915473,0.00017088,0.000605886,0.070015221,0.943737526,1,0.944514292,2.013752747
1962,145,0,0,0,black,0.714244515,9.11E-07,0,0.075722983,0.619431156,1,0.619432068,1.69515414
1963,684000,0,0,0,black,0.776155055,0.004329108,0,0.066210046,0.706472813,1,0.710801921,1.772682859
1964,137,0,0,1,black,0.952151775,8.61E-07,2.89E-05,0.075342466,0.953911233,1,0.953940946,2.029253699
1965,906,20,15,220,black,0.843031168,5.73E-06,0.007357184,0.022070015,0.800495701,1,0.807858613,1.822565716
1966,165000,0,0,2,black,0.849833488,0.001044297,5.77E-05,0.035768645,0.810059262,1,0.811161263,1.845827907
1967,880,0,4,1,black,0.742610991,5.56E-06,0.000144259,0.207762557,0.659312332,1,0.659462154,1.867074889
1968,24000,0,0,0,black,0.806498051,0.000151892,0,0.067351598,0.74913283,1,0.749284722,1.816484428
1969,258000,3,4,50,black,0.964552283,0.001632905,0.001644547,0.00608828,0.971345434,1,0.974622886,1.977433714
1970,31,0,0,0,black,0.84525907,1.90E-07,0,0.004185693,0.803627967,1,0.803628157,1.80781366
1971,12000,0,0,0,black,0.828826845,7.59E-05,0,0.032343988,0.780525469,1,0.780601412,1.812869457
1972,829000,0,0,0,black,0.82062149,0.005246829,0,0.050608828,0.768989345,1,0.774236175,1.819598173
1973,258000,1,9,7,black,0.821928114,0.001632905,0.000490479,0.099315068,0.770826361,1,0.772949745,1.87014143
1974,335,0,0,1,black,0.890288383,2.11E-06,2.89E-05,0.071917808,0.866935862,1,0.866966828,1.93885367
1975,1954,0,0,0,black,0.729742706,1.24E-05,0,0.01978691,0.641220471,1,0.641232832,1.661007381
1976,1103,0,0,0,black,0.910427213,6.97E-06,0,0.02283105,0.895249573,1,0.895256548,1.918080623
1977,3096000,1041,1093,7194,black,0.700585127,0.019594931,0.269128679,0.050989346,0.600227064,0.005163511,0.888950673,0.65637992
1978,1379,0,2,1,black,0.835463047,8.72E-06,8.66E-05,0.014840183,0.78985548,1,0.789950757,1.804695663
1979,120,0,1,0,black,0.776173174,7.53E-07,2.89E-05,0.020547945,0.706498288,1,0.706527893,1.727046234
1980,1842,0,3,17,black,0.700052381,1.17E-05,0.000577034,0.096651446,0.599478062,1,0.600066748,1.696129508
1981,1469000,13,8,70,black,0.870608151,0.009297462,0.002625505,0.027016743,0.839266906,0.005163511,0.851189873,0.87144716
1982,67,0,0,0,black,0.81144309,4.18E-07,0,0.043759513,0.756085191,1,0.756085609,1.799844704
1983,319000,0,3,5,black,0.885838211,0.002018981,0.000230814,0.078006088,0.860679248,1,0.862929043,1.938685336
1984,474000,0,0,106,black,0.721136928,0.002999994,0.00305828,0.03957382,0.629121381,0.203098107,0.635179655,0.871793308
1985,1651000,0,0,0,black,0.897342294,0.010449361,0,0.071917808,0.876853142,1,0.887302503,1.94877095
1986,78000,0,0,1,black,0.587036908,0.000493665,2.89E-05,0.03652968,0.440586635,0.026391279,0.441109151,0.503507595
1987,58,0,0,1,black,0.88612934,3.61E-07,2.89E-05,0.149543379,0.861088554,1,0.861117766,2.010631933
1988,3383000,3,2,15,black,0.818885326,0.021411386,0.000577034,0.063926941,0.766548427,1,0.788536847,1.830475367
1989,1091000,0,0,1,black,0.726871252,0.006905057,2.89E-05,0.069634703,0.637183419,0.203098107,0.644117327,0.909916229
1990,2750000,99,130,545,black,0.824602932,0.017405057,0.022331218,0.065068493,0.774586958,0.0562249,0.814323233,0.895880351
1991,113000,0,0,2,black,0.812973082,0.000715184,5.77E-05,0.063546423,0.758236247,1,0.759009134,1.82178267
1992,86,0,0,0,black,0.85937053,5.38E-07,0,0.015601218,0.823467639,1,0.823468177,1.839068857
1993,45000,31,62,623,black,0.809731543,0.000284804,0.020657819,0.00304414,0.753678882,0.002294894,0.774621504,0.759017916
1994,46000,0,0,0,black,0.923963368,0.000291133,0,0.058599696,0.91428041,1,0.914571543,1.972880105
1995,517,0,0,1,black,0.837460756,3.27E-06,2.89E-05,0.101217656,0.792664112,1,0.79269623,1.893881768
1996,241,0,0,0,black,0.766772199,1.52E-06,0,0.347412481,0.693281209,1,0.693282728,2.04069369
1997,37000,1,0,1,black,0.959568918,0.000234171,5.77E-05,0.017503805,0.964339189,1,0.964631063,1.981842994
1998,57,0,0,1,black,0.548784375,3.54E-07,2.89E-05,0.030821918,0.386806393,1,0.386835599,1.417628311
1999,349,0,3,6,black,0.793604583,2.20E-06,0.000259665,0.138508371,0.731005564,1,0.731267432,1.869513935
2000,307000,2,7,7,black,0.688928902,0.001943032,0.000461627,0.050989346,0.583839271,0.026391279,0.58624393,0.661219896
2001,40,0,0,1,black,0.739775976,2.47E-07,2.89E-05,0.420091324,0.655326509,1,0.655355608,2.075417833
2002,72000,4,9,28,black,0.812692404,0.00045569,0.00118292,0.027777778,0.757841634,0.203098107,0.759480243,0.988717518
2003,922,0,0,0,black,0.892729342,5.83E-06,0,0.064687976,0.870367671,1,0.8703735,1.935055647
2004,160000,0,8,8,black,0.565122545,0.001012652,0.000461627,0.098934551,0.409776656,0.004016064,0.411250935,0.512727271
2005,59000,0,0,108,black,0.898854196,0.000373411,0.003115984,0.049847793,0.878978764,1,0.88246816,1.928826557
2006,1387000,24,14,347,black,0.755555451,0.008778475,0.011107905,0.01369863,0.677511289,1,0.697397669,1.691209919
2007,52000,39,25,336,purple,0.451218337,0.000329108,0.011540681,0.025114155,0.249635733,0.072289157,0.261505522,0.347039045
2008,915000,63,82,257,black,0.763669683,0.005791133,0.011598384,0.612252664,0.688919301,0.203098107,0.706308818,1.504270071
2009,1415,0,8,71,black,0.792120934,8.95E-06,0.002279284,0.051369863,0.728919663,1,0.731207896,1.780289526
2010,587000,2,3,17,black,0.912830293,0.003715184,0.000634737,0.02587519,0.898628127,0.0562249,0.902978048,0.980728217
2011,12000,0,494,13,black,0.896716654,7.59E-05,0.014627813,0.084094368,0.875973538,0.032128514,0.890677294,0.992196421
2012,71000,0,0,8,black,0.797517657,0.000449361,0.000230814,0.084474886,0.736507058,1,0.737187233,1.820981944
2013,71000,6,4,64,black,0.810449898,0.000449361,0.002135026,0.046042618,0.754688836,1,0.757273223,1.800731454
2014,20,0,0,1,black,0.912151217,1.20E-07,2.89E-05,0.033866058,0.897673397,1,0.897702369,1.931539454
2015,8095,6,0,4,black,0.820958674,5.12E-05,0.000288517,0.052891933,0.769463401,1,0.769803145,1.822355334
2016,10000,0,0,0,black,0.949932396,6.33E-05,0,0.027016743,0.95079095,1,0.950854235,1.977807693
2017,45,0,0,0,black,0.786293705,2.78E-07,0,0.157914764,0.720727009,1,0.720727288,1.878641773
2018,17000,1,5,109,black,0.480408549,0.000107589,0.003317946,0.023972603,0.290675021,1,0.294100555,1.314647623
2019,12000,0,0,0,red,0.497962654,7.59E-05,0,0.006849315,0.315354798,1,0.315430741,1.322204113
2020,4339000,1107,1124,1481,black,0.708171129,0.027462019,0.107097519,0.057838661,0.610892424,0.000573723,0.745451962,0.669304808
2021,264000,23,59,451,black,0.790212244,0.00167088,0.015377957,0.100076104,0.726236185,0.203098107,0.743285023,1.029410396
2022,162000,3,18,55,black,0.881000638,0.00102531,0.002192729,0.04718417,0.853877977,1,0.857096017,1.901062148
2023,136000,6,4,44,black,0.894821584,0.000860753,0.001557992,0.0304414,0.873309209,1,0.875727954,1.90375061
2024,8112000,0,0,1038,black,0.662587225,0.051341766,0.029948067,0.050228311,0.546804814,0.007458405,0.628094648,0.60449153
2025,533000,48,13,101,black,0.798456403,0.003373411,0.004673976,0.75,0.737826866,0.0562249,0.745874253,1.544051766
2026,9936000,0,1,1048,black,0.672044277,0.06288607,0.030265436,0.048325723,0.560100732,0.007458405,0.653252238,0.61588486
2027,767000,313,523,1546,black,0.748711407,0.004854424,0.068724755,0.059360731,0.667889067,0.001147447,0.741468246,0.728397245
2028,10000,0,0,0,black,0.897348225,6.33E-05,0,0.038432268,0.87686148,1,0.876924765,1.915293748
2029,71000,0,0,0,black,0.909139633,0.000449361,0,0.014840183,0.893439331,1,0.893888692,1.908279514
2030,147000,0,0,1,black,0.855490327,0.000930373,2.89E-05,0.035388128,0.81801236,0.004589788,0.818971585,0.857990275
2031,3,0,0,0,black,0.882156312,1.27E-08,0,0.018645358,0.855502771,1,0.855502783,1.874148128
2032,1170000,0,0,0,black,0.852197707,0.007405057,0,0.067732116,0.813383179,1,0.820788236,1.881115294
2033,1240000,0,3,6,red,0.512207329,0.007848095,0.000259665,0.018645358,0.335381762,0.0562249,0.343489522,0.410252019
2034,2056,0,2,3,black,0.603683412,1.30E-05,0.000144259,0.062785388,0.463990394,0.018359151,0.464147658,0.545134933
2035,74,1,0,1,black,0.773808032,4.62E-07,5.77E-05,0.113394216,0.703173073,1,0.703231238,1.816567289
2036,235000,0,0,0,black,0.596332014,0.001487335,0,0.01978691,0.453654869,0.008032129,0.455142204,0.481473908
2037,14000,5,31,64,black,0.591413736,8.86E-05,0.00288517,0.03957382,0.446740134,0.008032129,0.449713905,0.494346083
2038,158000,0,0,0,black,0.759025484,0.000999994,0,0.122526636,0.6823899,0.0562249,0.683389893,0.861141436
2039,305,0,0,1,black,0.821500421,1.92E-06,2.89E-05,0.025494673,0.770225056,1,0.770255832,1.795719729
2040,392000,14,26,38,black,0.861802042,0.002481006,0.002250433,0.149543379,0.826886166,0.0562249,0.831617605,1.032654444
2041,3682,51,25,225,black,0.602886796,2.33E-05,0.008684362,0.026636225,0.46287041,0.032128514,0.47157807,0.521635149
2042,307000,0,0,0,black,0.562981367,0.001943032,0,0.057077626,0.406766318,1,0.408709349,1.463843943
2043,10000,24,5,80,black,0.904369056,6.33E-05,0.003144836,0.022070015,0.886732251,1,0.889940372,1.908802267
2044,1306,0,0,0,black,0.971476674,8.26E-06,0,0.005707763,0.981080617,1,0.981088876,1.986788379
2045,23,0,1,0,black,0.892186821,1.39E-07,2.89E-05,0.006849315,0.869604926,1,0.869633917,1.876454241
2046,1047,0,0,1,black,0.484003663,6.62E-06,2.89E-05,0.007990868,0.295729486,1,0.295764958,1.303720353
2047,210,0,0,0,black,0.806117773,1.32E-06,0,0.017503805,0.748598188,1,0.74859951,1.766101993
2048,76,0,0,0,black,0.699785829,4.75E-07,0,0.024733638,0.599103309,1,0.599103784,1.623836947
2050,25,0,0,0,black,0.698365211,1.52E-07,0,0.059741248,0.597106026,1,0.597106178,1.656847274
2051,396,0,1,5,black,0.875065327,2.50E-06,0.00017311,0.03652968,0.845533367,0.072289157,0.845708977,0.954352204
2052,4806000,7,0,19,black,0.840996057,0.030417715,0.000750144,0.068493151,0.797634484,1,0.828802344,1.866127635
2053,16,0,0,0,black,0.86130929,9.49E-08,0,0.026636225,0.826193393,1,0.826193488,1.852829618
2054,200000,0,0,0,black,0.73993963,0.001265816,0,0.087138508,0.655556595,1,0.656822412,1.742695104
2055,565,1,4,1,black,0.804294467,3.57E-06,0.00017311,0.066210046,0.746034754,1,0.746211433,1.812244799
2056,30,0,0,0,black,0.834017068,1.84E-07,0,0.082191781,0.78782254,1,0.787822724,1.870014321
2057,2480000,6,10,50,black,0.788064518,0.015696196,0.001904212,0.767884323,0.723216641,1,0.74081705,2.491100964
2058,1039000,6,23,149,black,0.840919077,0.006575943,0.005135603,0.165525114,0.797526257,0.203098107,0.809237803,1.166149478
2059,3,0,0,0,black,0.518063605,1.27E-08,0,0.01065449,0.343615254,1,0.343615267,1.354269744
2060,10000,0,0,0,black,0.552250564,6.33E-05,0,0.055936073,0.391679599,1,0.391742884,1.447615672
2061,145000,1,0,1,black,0.921536028,0.000917715,5.77E-05,0.073820396,0.910867749,1,0.911843168,1.984688145
2062,458000,2,3,219,black,0.724580273,0.002898728,0.006462781,0.234018265,0.633962471,0.203098107,0.64332398,1.071078843
2063,110,0,3,5,black,0.790075243,6.90E-07,0.000230814,0.004946728,0.726043572,1,0.726275075,1.730990299
2064,18000,4,22,187,black,0.699265957,0.000113918,0.006145413,0.028158295,0.598372408,0.072289157,0.604631738,0.69881986
2065,18000,0,0,0,black,0.733107984,0.000113918,0,0.04109589,0.645951804,0.0562249,0.646065722,0.743272594
2066,47000,1,0,5,black,0.904907823,0.000297462,0.00017311,0.01978691,0.887489717,1,0.887960289,1.907276627
2067,2433000,6,3,22,black,0.785260439,0.015398728,0.000894403,0.084855403,0.719274313,0.017211704,0.735567443,0.82134142
2068,37000,0,1,1,black,0.873724163,0.000234171,5.77E-05,0.01369863,0.843647789,0.072289157,0.843939663,0.929635576
2069,83,0,0,0,black,0.666404873,5.19E-07,0,0.084094368,0.552172146,1,0.552172665,1.636266514
2070,67000,0,0,0,black,0.921243429,0.000424044,0,0.025494673,0.910456376,0.203098107,0.910880421,1.139049156
2071,180,0,3,0,black,0.849054992,1.13E-06,8.66E-05,0.007229833,0.808964754,1,0.809052442,1.816194586
2072,996000,0,0,0,black,0.903580695,0.006303791,0,0.071537291,0.885623874,1,0.891927665,1.957161165
2073,774000,0,0,0,black,0.903580695,0.004898728,0,0.071537291,0.885623874,1,0.890522602,1.957161165
2074,506,0,0,1,black,0.799276739,3.20E-06,2.89E-05,0.081811263,0.738980198,1,0.739012246,1.820791462
2075,10000,0,0,0,black,0.842029542,6.33E-05,0,0.097412481,0.799087488,1,0.799150773,1.896499969
2076,127,0,0,0,black,0.741884828,7.97E-07,0,0.009512938,0.6582914,1,0.658292197,1.667804337
2077,333000,0,0,0,black,0.792887896,0.002107589,0,0.068112633,0.729997956,1,0.732105544,1.798110589
2078,491000,27,79,292,black,0.830552197,0.003107589,0.011482977,0.293759513,0.782951186,0.001147447,0.797541752,1.077858146
2079,227,0,0,0,black,0.794027882,1.43E-06,0,0.498858447,0.731600692,1,0.731602122,2.230459139
2080,2790,0,0,0,black,0.818069309,1.77E-05,0,0.065449011,0.765401166,1,0.765418818,1.830850177
2081,28000,0,0,1,black,0.785442472,0.000177209,2.89E-05,0.215372907,0.719530237,0.002868617,0.719736298,0.937771762
2082,492,0,0,3,black,0.910024643,3.11E-06,8.66E-05,0.036910198,0.89468359,0.072289157,0.894773252,1.003882944
2083,30000,16,284,203,black,0.391787559,0.000189867,0.014512406,0.02130898,0.166080439,0.018359151,0.180782712,0.20574857
2084,394,0,0,0,black,0.803434789,2.49E-06,0,0.027016743,0.74482611,1,0.744828597,1.771842853
2085,385000,236,223,5789,black,0.597719073,0.002436703,0.180265436,0.056316591,0.455604973,1,0.638307111,1.511921563
2086,55,0,1,0,black,0.941855609,3.42E-07,2.89E-05,0.005327245,0.939435583,1,0.939464776,1.944762828
2087,333000,1068,1161,32431,black,0.864921331,0.002107589,1,0.024733638,0.831271657,0.017211704,1.833379246,0.873216999
2088,199000,4,24,256,black,0.832006335,0.001259487,0.008193883,0.052891933,0.784995598,0.203098107,0.794448969,1.040985638
2089,199,0,2,1,black,0.906279266,1.25E-06,8.66E-05,0.163622527,0.889417865,1,0.889505674,2.053040392
2090,3,0,0,0,black,0.824552178,1.27E-08,0,0.02283105,0.774515603,1,0.774515616,1.797346653
2091,34000,23,27,175,black,0.835557759,0.000215184,0.006491633,0.029299848,0.789988638,1,0.796695455,1.819288486
2092,31000,24,14,113,black,0.835716903,0.000196196,0.004356607,0.013318113,0.790212383,1,0.794765187,1.803530496
2093,1319000,19,3,48,black,0.874773741,0.008348095,0.002019619,0.012937595,0.845123419,1,0.855491133,1.858061014
2094,504000,2,3,122,black,0.891394913,0.003189867,0.003664166,0.026255708,0.868491562,0.005163511,0.875345596,0.899910781
2095,1184000,0,0,0,black,0.693091333,0.007493665,0,0.121765601,0.589691342,1,0.597185006,1.711456943
2096,239000,0,0,1,black,0.662570894,0.001512652,2.89E-05,0.021689498,0.546781853,0.008032129,0.548323357,0.57650348
2097,350,24,33,120,black,0.800914645,2.21E-06,0.005106751,0.015601218,0.741282973,1,0.746391933,1.756884191
2098,59,0,0,0,black,0.864703119,3.67E-07,0,0.010273973,0.830964866,1,0.830965234,1.841238839
2099,828,0,0,2,black,0.610849023,5.23E-06,5.77E-05,0.053652968,0.474064714,1,0.474127652,1.527717682
2100,2004,0,0,1,black,0.660825491,1.27E-05,2.89E-05,0.066971081,0.544327946,1,0.544369475,1.611299026
2101,499000,28,41,129,black,0.716687679,0.003158222,0.005712637,0.081430746,0.622866066,0.203098107,0.631736924,0.907394918
2102,170000,1,1,3,black,0.858854055,0.001075943,0.000144259,0.141933029,0.822741514,0.203098107,0.823961716,1.16777265
2103,1510000,0,0,0,black,0.602047622,0.009556956,0,0.062785388,0.461690594,1,0.471247549,1.524475982
2104,351000,112,2,78,black,0.425578177,0.002221513,0.005539527,0.03348554,0.213587558,1,0.221348597,1.247073098
2105,668000,1,0,2,black,0.73555119,0.004227842,8.66E-05,0.307838661,0.649386772,0.203098107,0.653701169,1.16032354
2106,71000,13,12,38,black,0.858380616,0.000449361,0.001817657,0.075342466,0.822075893,0.005163511,0.824342911,0.90258187
2107,90,0,0,5,black,0.846049786,5.63E-07,0.000144259,0.005707763,0.804739655,1,0.804884476,1.810447417
2108,351000,0,23,0,black,0.869484484,0.002221513,0.000663589,0.012937595,0.837687114,0.072289157,0.840572216,0.922913866
2109,19000,0,0,0,black,0.835565507,0.000120247,0,0.102359209,0.789999532,1,0.790119779,1.892358741
2110,93,0,0,1,black,0.894414961,5.82E-07,2.89E-05,0.012557078,0.872737528,1,0.872766962,1.885294605
2111,532000,0,0,1,black,0.718188107,0.003367082,2.89E-05,0.04870624,0.624975557,1,0.628371491,1.673681797
2112,31000,0,1,1,black,0.840792358,0.000196196,5.77E-05,0.010273973,0.797348099,1,0.797601998,1.807622071
2113,19000,34,22,105,black,0.744177014,0.000120247,0.004645124,0.099695586,0.661514044,0.00172117,0.666279415,0.762930801
2114,50000,0,0,0,black,0.826750338,0.000316449,0,0.111872146,0.777606053,1,0.777922503,1.8894782
2115,22000,4,7,65,black,0.850943536,0.000139234,0.002192729,0.081430746,0.811619906,0.203098107,0.81395187,1.096148759
2116,363000,1,0,112,black,0.925164902,0.002297462,0.003260242,0.294901065,0.915969678,0.203098107,0.921527383,1.413968851
2117,19,0,0,0,black,0.785489142,1.14E-07,0,0.070395738,0.719595852,1,0.719595966,1.789991591
2118,3,0,0,0,black,0.672344267,1.27E-08,0,0.057458143,0.560522496,1,0.560522509,1.617980639
2119,932,0,0,3,black,0.717324644,5.89E-06,8.66E-05,0.141933029,0.623761592,1,0.623854039,1.765694621
2120,2401000,0,0,4,black,0.593309969,0.015196196,0.000115407,0.092846271,0.449406097,1,0.4647177,1.542252368
2121,2113000,83,126,189,black,0.854252636,0.013373411,0.011482977,0.01826484,0.816272258,0.026391279,0.841128647,0.860928378
2122,3680000,116,116,136,black,0.739480853,0.023291133,0.010617426,0.062024353,0.654911589,0.008032129,0.688820148,0.72496807
2123,2141000,0,0,0,purple,0.485384166,0.013550627,0,0.01369863,0.297670371,1,0.311220998,1.311369002
2124,835,0,0,0,black,0.841488838,5.28E-06,0,0.03500761,0.798327299,1,0.798332577,1.833334909
2125,408000,2,3,19,black,0.648355961,0.002582272,0.000692441,0.042237443,0.526796705,0.203098107,0.530071418,0.772132255
2126,316000,3,2,6,black,0.625136331,0.001999994,0.000317369,0.118721461,0.494151616,0.203098107,0.496468979,0.815971184
2127,196000,2,6,29,black,0.783004701,0.0012405,0.001067513,0.033105023,0.716102912,1,0.718410925,1.749207934
2128,143,0,0,0,black,0.649591446,8.99E-07,0,0.065449011,0.528533706,1,0.528534605,1.593982717
2129,54000,0,0,0,black,0.945623696,0.000341766,0,0.020928463,0.944733235,1,0.945075,1.965661697
2130,10,0,0,0,black,0.766437709,5.70E-08,0,0.052511416,0.692810942,1,0.692810999,1.745322357
2131,16,0,1,3,black,0.888444364,9.49E-08,0.000115407,0.019406393,0.864343308,1,0.864458809,1.8837497
2132,8,0,0,0,black,0.933518946,4.43E-08,0,0.067732116,0.927714849,1,0.927714893,1.995446964
2133,241000,0,0,1,black,0.833411872,0.00152531,2.89E-05,0.050228311,0.78697168,1,0.788525842,1.83719999
2134,3280000,1807,1723,9429,black,0.671297014,0.020759487,0.373889209,0.065449011,0.559050135,0.002868617,0.953698832,0.627367763
2135,6,0,0,0,black,0.530883372,3.16E-08,0,0.028538813,0.361638902,1,0.361638933,1.390177714
2136,97,0,0,0,black,0.751545648,6.08E-07,0,0.173515982,0.671873801,1,0.671874408,1.845389783
2137,10,0,0,0,black,0.654022813,5.70E-08,0,0.011796043,0.534763881,1,0.534763938,1.546559924
2138,1025000,0,0,1,black,0.539774328,0.006487335,2.89E-05,0.121385084,0.374138932,1,0.380655119,1.495524015
2139,74000,0,0,0,black,0.645360708,0.000468348,0,0.105403349,0.522585601,1,0.523053949,1.627988949
2140,116000,0,0,0,black,0.896632552,0.000734171,0,0.063926941,0.875855297,1,0.876589468,1.939782237
2141,2196,0,1,0,black,0.891654432,1.39E-05,2.89E-05,0.020928463,0.868856426,1,0.868899171,1.889784889
2142,209000,2,0,106,black,0.849077269,0.001322778,0.003115984,0.252663623,0.808996074,0.203098107,0.813434836,1.264757803
2143,88000,0,0,106,black,0.9153983,0.000556956,0.00305828,0.072298326,0.902238555,0.203098107,0.905853791,1.177634987
2144,519000,0,0,4,black,0.804766938,0.003284804,0.000115407,0.883942161,0.746699013,0.203098107,0.750099224,1.833739281
2145,115000,0,0,0,black,0.829994619,0.000727842,0,0.24086758,0.782167273,1,0.782895115,2.023034853
2146,153000,0,1,203,black,0.745172679,0.000968348,0.005885747,0.052511416,0.662913877,0.203098107,0.669767972,0.918523399
2147,68,0,0,0,black,0.882125139,4.24E-07,0,0.082572298,0.855458943,1,0.855459367,1.938031242
2148,76,0,0,1,black,0.750075579,4.75E-07,2.89E-05,0.030821918,0.669806992,1,0.669836318,1.70062891
2149,21,0,7,2,black,0.922556996,1.27E-07,0.000259665,0.057458143,0.912303155,1,0.912562947,1.969761298
2150,80,0,0,0,black,0.883694708,5.00E-07,0,0.02739726,0.857665642,1,0.857666142,1.885062902
2151,30000,1,2,4,black,0.843503535,0.000189867,0.000201962,0.060502283,0.801159814,0.072289157,0.801551643,0.933951253
2152,28000,50,29,130,black,0.679141164,0.000177209,0.006030006,0.050608828,0.570078432,1,0.576285647,1.62068726
2153,341000,141,9,159,black,0.717999697,0.002158222,0.008915176,0.036149163,0.624710666,0.203098107,0.635784063,0.863957935
2154,370000,0,0,208,black,0.876665008,0.002341766,0.006001154,0.695205479,0.847782401,1,0.856125321,2.542987881
2155,67000,0,0,0,black,0.74478209,0.000424044,0,0.104642314,0.662364737,1,0.662788782,1.767007051
2156,3618000,31,38,156,black,0.634296268,0.022898728,0.006491633,0.082572298,0.507029813,0.027538726,0.536420174,0.617140838
2157,16,0,2,0,black,0.779769778,9.49E-08,5.77E-05,0.02587519,0.711554848,1,0.711612647,1.737430039
2158,183000,0,0,14,black,0.837702036,0.001158222,0.000403924,0.088280061,0.793003334,1,0.794565479,1.881283394
2159,1222000,0,0,2,black,0.838246644,0.007734171,5.77E-05,0.047564688,0.793769012,0.018359151,0.801560886,0.859692851
2160,619000,0,0,0,black,0.626932859,0.003917715,0,0.02587519,0.496677403,0.000573723,0.500595118,0.523126317
2161,1600,0,0,0,black,0.779275477,1.01E-05,0,0.02130898,0.710859897,1,0.710870017,1.732168877
2162,143000,0,0,0,black,0.649994671,0.000905057,0,0.010273973,0.529100611,0.007458405,0.530005668,0.546832989
2163,390000,0,1,25,black,0.82539773,0.002468348,0.000750144,0.014459665,0.775704386,1,0.778922878,1.790164051
2164,421,0,0,0,black,0.548519731,2.66E-06,0,0.02130898,0.386434322,1,0.386436981,1.407743303
2165,65000,0,0,0,black,0.879566938,0.000411386,0,0.685312024,0.8518623,1,0.852273687,2.537174325
2166,390000,0,0,0,black,0.725260437,0.002468348,0,0.024733638,0.634918731,0.008032129,0.637387079,0.667684497
2167,237,0,0,0,black,0.881264567,1.49E-06,0,0.107305936,0.854249043,1,0.854250536,1.961554979
2168,885,0,2,0,black,0.951735675,5.59E-06,5.77E-05,0.011796043,0.953326227,1,0.953389526,1.96512227
2169,506000,6,20,533,black,0.918116808,0.003202525,0.016128102,0.072298326,0.906060577,1,0.925391204,1.978358903
2170,1139000,3,51,57,black,0.481241941,0.007208854,0.003202539,0.046803653,0.291846709,0.0562249,0.302258102,0.394875261
2171,14000,0,0,6,black,0.80286777,8.86E-05,0.00017311,0.009512938,0.744028923,1,0.744290634,1.753541861
2172,327000,0,0,2,black,0.927320898,0.002069614,5.77E-05,0.035768645,0.919000849,0.072289157,0.921128166,1.027058651
2173,41,0,0,0,black,0.888817668,2.53E-07,0,0.073439878,0.864868146,1,0.864868399,1.938308024
2174,4933,0,0,0,black,0.746639232,3.12E-05,0,0.157914764,0.664975742,1,0.665006957,1.822890506
2175,817000,41,112,1451,black,0.724356264,0.00517088,0.04627813,0.107305936,0.633647531,0.004589788,0.685096541,0.745543254
2176,462000,6,10,34,black,0.338165134,0.002924044,0.001442585,0.049086758,0.090691261,1,0.095057891,1.139778019
2177,108,0,3,0,black,0.895736754,6.77E-07,8.66E-05,0.007229833,0.874595871,1,0.874683103,1.881825703
2178,445000,0,0,0,black,0.816963196,0.002816449,0,0.172754947,0.763846053,0.027538726,0.766662502,0.964139726
2179,60,0,0,0,black,0.745298326,3.73E-07,0,0.138127854,0.663090527,1,0.6630909,1.801218381
2180,44000,0,0,3,black,0.808742225,0.000278475,8.66E-05,0.116818874,0.752287974,1,0.752653004,1.869106847
2181,2347,0,0,1,black,0.718870044,1.48E-05,2.89E-05,0.067351598,0.625934309,0.008032129,0.625978009,0.701318036
2182,1426,0,1,0,black,0.972867548,9.02E-06,2.89E-05,0.004946728,0.983036084,1,0.983073954,1.987982811
2183,256,0,0,18,black,0.820185125,1.61E-06,0.000519331,0.032343988,0.768375848,1,0.768896792,1.800719835
2184,692,0,0,0,black,0.775775294,4.37E-06,0,0.156012177,0.705938897,1,0.705943271,1.861951074
2185,761000,6,2,16,black,0.65952903,0.004816449,0.000692441,0.090563166,0.542505217,1,0.548014108,1.633068383
2186,891,0,0,0,black,0.914116234,5.63E-06,0,0.079528158,0.900436065,1,0.900441697,1.979964223
2187,351000,0,1,4,black,0.843749762,0.002221513,0.000144259,0.031202435,0.80150599,0.012621916,0.803871761,0.845330342
2188,47,0,0,1,black,0.887204587,2.91E-07,2.89E-05,0.022070015,0.862600273,1,0.862629416,1.884670288
